game_name,box_txt,game_tag,game_intro
家国梦,开发：腾讯游戏 | 网络：网游 | 类型：策略经营,"国产,放置,模拟",《家国梦》由腾讯追梦计划与人民日报中央厨房碰碰词儿工作室联合推出，天美工作室群研发的一款展示新时代国家发展的，休闲放置建设类游戏。在自主建设的城市内轻松乐翻天，了解扶贫攻坚、绿色出行、减税降费等政策，一步一步共建家乡和祖国，还能感受祖国大江南北的地域文化特色，诸如北京烤鸭、兰州拉面等等；更有300+张家乡实景绘图。快和朋友们一起，实施最合适的政策，完成城市发展任务。【趣味造城市】探索建筑搭配策略，升级精致建筑，扩大城市收益；中式小院、学校、菜市场......超多特色建筑等你收集。【真实发展路】扶贫攻坚、绿色出行……每个城市都在日新月异。一带一路、减税降费……每个政策都是保驾护航。【共情建家乡】创新型全民解锁玩法，开启家国之光。齐心协力，与同乡共建家乡，家乡排名力争上游。【祖国万千象】集家乡美景、国家大事专属纪念照。北京烤鸭、大庆油田、桂林山水……每个地区都有特色。改革开放、一国两制、美丽中国……每个脚步都有历程。
泰坦之旅,开发：DotEmu | 网络：单机 | 类型：角色扮演,3D,【安卓版注意事项】本作数据包过大，有需要或是用安装器安装游戏发生问题的玩家可采用下载地址下方的“数据包”网盘地址下载游戏，解压后按照说明文档操作即可。【游戏介绍】《泰坦之旅》手机版是一款由DotEmu开发的建构在古希腊罗马时代的奇幻风格动作RPG，本作曾在2006年登陆PC端并受到一致好评。游戏的整个游戏世界以地中海周边的地区为主，包含古希腊、古罗马、马其顿、克里特、埃及、波斯、巴比伦等地区，而玩家在游戏中的目的主要就是寻找传说中的大弟之神“泰坦”所遗留下来的指环，据说这个指环具有无穷的神力，为了寻找“泰坦”指环，玩家也必须在充满神话异想的古代世界展开冒险。【关于汉化】本作为汉化版，感谢游乐园汉化组的辛勤劳动！
僵尸收割者,开发：Digital Native | 网络：单机 | 类型：射击,"科幻,惊悚恐怖",《僵尸收割者》是一款僵尸题材的射击游戏，玩家们在游戏中扮演着僵尸猎人，对这城市中的僵尸进行着收割，击杀你面前的僵尸保护你的城市，完成你的任务和使命，平面的视角战斗射击模式，感受最刺激最激情的射击战斗带给你的乐趣。亲爱的僵尸猎人，世界已经被毁灭了，你是我们最后的希望，僵尸完全占领了我们的家园，我们将为你提供人类最后的力量，请用它们来拯救我们的世界。你能做的就是尽全力去击杀更多的僵尸，完成你的任务指标，拿下属于你的战斗胜利；游戏的操作非常的简单，玩家们只用一只手来避免和摧毁从四面八方向你逼近的僵尸部落；惊心动魄的僵尸围城，游戏提供了强大的视觉冲击力，玩家可以通过游戏来感受强大的震撼；除了杀死所有的僵尸，还有更多有趣的任务需要完成；玩家们可以通过击杀僵尸来获得金币，买更多的特色枪，让你变得更好；挑战最强的BOSS，证明你是最好的，获得丰富的奖励；不需要网络，随时随地都可以打开游戏进行对僵尸的屠杀。
大城市生活：模拟器,开发：CactusGamesCompany | 网络：单机 | 类型：动作,"3D,汉化",现在是时候征服大城市并展现自己的所有荣耀了。从一个简单的工人开始您的工作，并逐步发展自己的职业阶梯。《大城市生活：模拟器》中有大量任务、工作，要恰饭的嘛【游戏特色】人物，车辆和建筑物的彩色模型高清图形优化了触摸屏的控制开放游戏世界，更多机会无尽的gameplay绝对的行动自由小偷模拟器【关于汉化】本作为汉化版，感谢零壹汉化组的辛勤劳动！微信公号：lingyihanhua
剑灵：革命,开发：Netmarble | 网络：网游 | 类型：角色扮演,"美少女,奇幻,剑侠,高画质",【安卓版注意事项】本作需要Google Play支持并使用代理才能开始游戏。【iOS版注意事项】本游戏需要台区帐号才能下载安装。【游戏介绍】《剑灵：革命》是由Netmarble出品的一款角色扮演游戏，采用虚幻开发，继承《剑灵》的故事情节，游戏中的轻功和战斗动作等特色，并将将新增地区占领战等新玩法。
你好邻居,开发：tinyBuild | 网络：单机 | 类型：冒险,,《你好邻居》是由tinyBuild出品的一款别具心裁的恐怖冒险游戏，游戏同时带有很强的策略性。本作取材于《后窗》类型的心理恐怖电影，要求玩家私自闯入邻居家里，然后发现自己进入了一个死亡陷阱。游戏中，玩家扮演的主角生活在平静的城郊居民区，怀疑邻居在地下室里藏了秘密。久久不能释怀的同时就想悄悄潜入了邻居家里，而这个时候，你的邻居开始变得警觉，邻居AI不仅会猜测并预判你的行为，而且还会设下陷阱和障碍，尝试活捉你。本质上这是一款规模较小的沙盒游戏，玩家制定策略在非线性场景中与邻居周旋。制作组的目标是打造10+小时的游戏流程，期间会切换到新的房子和邻居中，一直用地下室里隐藏的秘密吸引玩家前进。
迷失自我,开发：Amazon Game Studios | 网络：单机 | 类型：冒险解谜,"3D,惊悚恐怖,汉化",《迷失自我》是一款由Amazon Game Studios制作的冒险解谜游戏。游戏将场景设定在阴森闹鬼的救济院，里面藏着许多凶残恐怖的怪物，同时还有一位心狠手辣的杀手徘徊于其中，而玩家就将以最身临其境的第一人称视角在这个鬼地方生存下来，或是制作武器抗争到底，或是躲起来当缩头乌龟，过程不重要，重要的是你要活下去。【关于汉化】本作为汉化版，感谢十八汉化组的辛勤劳动！微信公号：hanhuazu18官方QQ群：460531700
吞魔者,开发：LoadComplete | 网络：单机 | 类型：射击,"横版卷轴,奇幻,汉化",《吞魔者》是LoadComplete开发的一款动作射击类游戏。在一次事件中，伊莉丝死了，而主人公也受到了诅咒。是时候用这被诅咒的力量，去猎杀那些恶魔了。【游戏特性】- DEVIL MUST DIE!你要在游戏里清除5座城市中的恶魔，净化该区域！而为了不被黑暗力量本身所侵噬，你必须不断地猎杀恶魔。- 精细的动作游戏系统恰时防御：在敌人攻击的一瞬间防御，将敌人的攻击反弹给敌人！会心一击：使出一剂强力的技能，将敌人一击毙命！- 选择性成长猎人强化：修练拥有攻击 / 速度 / 防御等不同功能的被动技能！购买武器：从林林总总拥有不同功能的武器中挑选你中意的购买！【关于汉化】本作为汉化版，感谢十八汉化组的辛勤劳动！微信公号：hanhuazu18官方QQ群：781232410
大富翁9,开发：网易 | 网络：网游 | 类型：棋牌娱乐,,《大富翁9》是一款由大宇旗下子公司软星科技与网易共同开发的棋牌娱乐游戏。游戏作为《大富翁》系列最新作品，保留了在1代作品中广受好评的网状地图结构和目的地机制，这样做的好处是，每一个玩家在前进时，都可以根据自己的情况，同时参考目的地的方向，来选择最合适的道路前进。
七大奇迹：对决,开发：Repos Production | 网络：单机 | 类型：策略经营,"模拟,汉化",在《七大奇迹：对决》中，每个玩家都将领导一个文明，并在有限的时间里建造伟大的奇观。每张年代卡都代表一栋建筑物，该建筑物将帮助玩家加强军队，进行科学研究并发展城市。你能带领你的文明存活下来么？【关于汉化】本作为汉化版，感谢十八汉化组的辛勤劳动！微信公号：hanhuazu18官方QQ群：781232410
达芬奇之家2,开发：Blue Brain Games s.r.o. | 网络：单机 | 类型：冒险,"3D,高画质",“达芬奇密室”系列的第二部终于来了，大家久等了！走进这部4.8分（满分5分）的精品佳作，与全球一百多万玩家一同踏上这段全新的3D冒险之旅吧！•••故事梗概 •••化身文艺复兴奇才列奥纳多·达芬奇的学生贾可蒙，探索各种谜题、机械装置和复杂的发明创造。穿越时空，目睹一连串的神秘事件，见证人类历史最为伟大的发现。头脑、智慧和技艺是你最强大的武器。••• 游戏亮点 •••- 原创机械谜题数百全新物件、3D谜题和机械装置等待你来摸索。- 时空穿越回到过去，解开往昔的秘事，找寻隐藏的物件，通过“永恒之眼”改变现在。- 全新触控操作游戏所有操作均已经过优化，操作方式更加便利，游戏体验更加流畅。- 全程英文配音剧情部分全程均有配音，为你带来不俗的听觉体验，通过视听双重感官感受故事的跌宕起伏！- 神秘过场动画过程动画制作精美，更有一段将会向你展示《最后的晚餐》的创作过程。••• 独家内容请见Facebook •••https://www.facebook.com/thehouseofdavinci••• 反馈建议和支持服务 •••如有任何反馈或疑问，请通过davinci@bluebraingames.com联系我们。••• 其他信息 •••如欲了解这款游戏的其他信息，请前往www.thehouseofdavinci.com。••• 游戏语言 •••《达芬奇密室》现已支持简体中文、英文、法文、德文、西班牙文、巴西葡萄牙文、捷克文、斯洛伐克文、俄文、土耳其文、意大利文和波兰文。••• 开发团队简介 •••Blue Brain Games是一个热爱游戏开发的独立游戏团队，成员包括若干平面美术设计师和开发人员。大家特别崇拜达芬奇这位文艺复兴时期的奇才，也非常热爱3D解谜游戏。“达芬奇密室”系列第一部作品发售于2017年，下载量现已超过一百万，平均评分高达4.8/5。
狂野飙车：极限越野,开发：Gameloft | 网络：单机 | 类型：竞速,3D,《狂野飙车：极限越野》是由Gameloft出品的一款赛车竞速游戏，本作的背景将不会放在城市或者专业赛道上，而是放在了人迹罕至的野外，在这里没有路线的限制没有规则的限制，玩家可以驾驶着越野车在游戏中享受速度带来的快感。在本作中将会有35款来自不同品牌的品牌车以及七款越野车供玩家驾驶，游戏中五种游戏模式总共数百种不同的活动让游戏的可玩性得到了大幅度的提升。此外在游戏中玩家还可以自定义自己的汽车，谁不想让自己的爱车成为赛场上的焦点呢？
黑色幸存者,开发：ARCHBEARS | 网络：单机 | 类型：策略,,【iOS版注意事项】本游戏需要韩区帐号才能下载安装。【游戏介绍】“生存游戏，10人在一个荒岛上展开刺激较量。”1.游戏中的PvP大约需要20分钟。战斗可以轻松地通过点击来完成。2.岛被分成22个区域；包括医院，森林，海滩等等......随着时间的推移，活动区域会受到限制，战场开始变得狭小。3.击剑运动员，演员，医生，警察，黑客，厨师，学生和更多！有超过26多种不同的职业供玩家选择。4，枪，弓，手，钝刀，利刃等等！总共有7种不同类型的武器，每个都有自己的使用技巧。5.数百种不同的材料都隐藏在了岛屿之中，玩家可用来加工出600多个种类的武器，工具和食品。【游戏特色】1.找到不同的材料，制作更好的武器！2.猎杀动物提升等级！3.从不断扩大的限制区域逃跑！4.如果你想生存，你需要比其他人变强的速度更快，然后干掉他们！
七龙珠Z：爆裂大战,开发：BANDAI NAMCO | 网络：单机 | 类型：卡牌,,【安卓版注意事项】初次运行游戏需要下载一定的数据，请保持网络畅通。如果提示网络错误，点击OK后继续下载即可，推荐挂载VPN下载。【iOS版注意事项】本游戏需要台区帐号才能下载安装。【游戏介绍】《七龙珠Z：爆裂大战》是一款由BANDAI NAMCO制作的卡牌游戏。同时融合了棋盘、元素消除等特色，本作最大的卖点是爽快的战斗系统，战斗中玩家只需要点击画面中的“气”就能够体验到超高速的战斗，战斗画面也是魄力满点!游戏中玩家需要编成队伍，活用队伍中的角色特性可以让玩家体会到更加酣畅淋漓的战斗。
虚荣,开发：巨人网络 | 网络：网游 | 类型：MOBA,"硬件杀手,3D",【安卓版注意事项】初次运行游戏需要下载并安装一定的数据，请保持网络畅通。【游戏介绍】《虚荣》是一款多人在线竞技手机游戏，国服由巨人移动代理，其制作团队中的开发者基本来自于暴雪、Rockstar，以及《英雄联盟》的开发/发行商Riot公司。游戏画面采用流行的欧美魔幻风格，整个场景从色彩到视野都和LOL非常相似，玩家以俯视的视角纵览全局，双指可以小范围的缩放画面（但视角固定）。从画质上讲，本作已经不逊PC端的高清精致，仅有一张地图上，无论是建筑、人物、地板、草木等细节表现力都相当强，玩了一阵时间设备会发热，但是对硬件的损耗在可以接受的范围内，游戏体验也完全不受影响。
小小墓地：地牢探险家,开发：MINDSENSE GAMES | 网络：单机 | 类型：冒险,像素,这款游戏将把你带到神奇的世界：在宇宙边界漂浮着四个幻想世界。为了拯救你的朋友，你必须通过所有的世界，同时安抚住一个脾气暴躁、品味挑剔的大怪物。（在路上，你还会了解到为什么鸟人那么糊里糊涂的……）《Tiny Tomb!》除了经典的地牢探索，还包括以下特色：- 荒诞的情节与风趣的角色- 可爱的经典体素画风- 定格动画- 千变万化的墓穴- 超过25个可收集的特别物品- 4个光怪陆离的幻想世界游戏节奏快，易上手，其乐无穷。不论是长时间沉浸，还是小玩一把，都不会让你失望。现在就下载，体验《Tiny Tomb!》的沉浸式世界！
活尸战棋,开发：PINIX | 网络：单机 | 类型：策略,"像素,科幻,惊悚恐怖",＝＝＝ 奖项 ＝＝＝● 巴哈姆特2019 ACG创作大赛 金赏● 巴哈姆特2019 ACG创作大赛 最佳创意奖＝＝＝ 关于游戏 ＝＝＝《Wanna Survive-活尸战棋》是一款末日活尸风格的回合制战棋游戏，操作幸存者们对抗不同种类的活尸，并从初始的营地一路突破至目标「北市」。● 大量活尸同时进攻，等待敌方回合只需「数秒」之间！● 低数值策略设计，强调走位布局「解局」的战略思考！● 生存抉择机制，食物分配战略错误将使角色「永久死亡」！＝＝＝ 回合制战斗 ＝＝＝关卡中以回合制战斗呈现，但不同于传统战棋常见的肉盾在前，补师在后的游戏方式。玩家必须依照各角色不同的攻击模式和站位移动来拟定该局策略，要先杀死活尸让被抓住而不能反击的同伴可以行动，还是推动场景上的箱子封住活尸持续靠近的入口，或是优先射击后方的瓦斯桶引起连锁爆炸清除大量活尸群， 不同的战略抉择都取决于玩家。＝＝＝ 营地 ＝＝＝战斗结束后于营地内分配辛苦取得的食物战利品来维持同伴的生命值以保存战力，并透过交谈和在战场上捡到的关键道具来更加深入了解这些同伴们生存的目的。＝＝＝ 特色 ＝＝＝● 简化传统战棋过度繁琐的操作，优化游戏节奏。● 敌方同时进攻的战棋，不用再苦等敌方回合，并给予活尸逼近压迫感。● 低数值策略设计，强调走位、布局、角色互补，解局的深度战略思考。● 永久死亡机制，角色如果死亡，将不会复活，更加步步为营。● 食物分配抉择，将努力找到有限的食物分配给成员。● 精心设计充满挑战难度的关卡设计。● 像素美术风格。
安魂曲,开发：嬉皮士游戏 | 网络：单机 | 类型：动作,"横版卷轴,血腥暴力",《Never Gone》是一款吸血鬼题材的动作游戏，精致关卡，高能Boss，哥特画风，场景神秘，品质细腻，搭配来自瑞典的交响金属BGM（背景音乐），视听体验简直要给32个赞，用粉丝玩家的话来说就是“漂亮得不像实力派”。不过，游戏的打击感才是最有杀伤力的，破防、防反、连招、必杀、花式吊打……魅力慑人，你想要的，这里都有。奔赴梦想的路途上，哪怕跌倒千万次，也要站起来继续战斗！——这，就是《Never Gone》想要传达的游戏精神！ 【游戏玩法】==========================创建游戏角色，扮演一名拥有高贵血统的吸血鬼勇士闯关杀怪，获得游戏内的生存资源，活下去；想要变得更强大，请注意收集和培养你的兵器，它们会帮助你干掉更强大的怪物BOSS，到达更远的地方……【游戏特色】==========================1）操作乐趣游戏有别于市面上无脑式的点点点操作体验，强调操作快感，回归动作游戏本心；在游戏中，你能体验到“上上下下左右左右BABA，我有三十条命的热血”，你能感受到天下武功出升龙的浩气，你能体验到从不好好走路的操作快感，甚至可能体会出强制攻击取消后摇，光速连击的可能。动作游戏有的一切感受，我们都有~2）收集养成有女票？手速慢？策略都被酸涩的爱情塞住了？没关系，优质的武器可以帮你减少压力。合适的培养武器，会让你的战力显著提升。除了角色成长，游戏核心玩法是武器的收集和培养，每一把武器都有不同的潜质和内涵，请尽可能培养它们。常言道“一物降一物”，不同的武器对应不同的BOSS会有不同的效果加成，多搭配几次，你就能玩出自己的策略，妈妈再也不用担心我打不过BOSS了。3）题材画风这是一款吸血鬼题材的动作游戏，制作团队保持对游戏独特的见解和审美，采用暗黑哥特美术风格，诡异神秘；游戏BGM更是团队千挑万选、不远万里邀请到来自瑞典的交响金属乐队Therion为游戏亲自录制，如此才有了如此符合游戏特质的天籁般的灵魂音符。Therion的音乐主题融合了神秘与现实，涉及魔法、神话与古老传说，如果你想要振奋，它无比猛烈；如果你要沉静，它比谁都深沉。
遗忘之丘：外科手术,开发：FM-Studio | 网络：单机 | 类型：冒险解谜,"惊悚恐怖,汉化",《遗忘之丘：外科手术》是由FM-Studio出品的一款冒险解谜游戏。在游戏中，玩家将置身于一个废弃的医院，需要用各种办法完成逃脱。游戏风格比较诡异，喜欢这类游戏的可以尝试一下。【关于汉化】本作为汉化版，感谢零壹汉化组的辛勤劳动！微信公号：lingyihanhua
我守护的一切,开发：NATgames | 网络：网游 | 类型：动作角色扮演,3D,《我守护的一切》是一款由NATgames开发、网易代理的全球首款以虚幻4引擎打造的3D RPG手游，为《天堂2》与《TERA》开发团队的沉淀之作。在韩国一经推出，便横扫各大榜单，霸榜App Store和Google Play长达5个月之久，荣获Google Play年度游戏。超前的画面表现力诠释何为韩式美学。真实有份量的打击感，还原武器重量，较真动作细节，在打击感与操作流畅度之间找到了完美平衡，带来最酣畅淋漓的打击体验。
最终幻想15：口袋版,开发：SQUARE ENIX | 网络：单机 | 类型：角色扮演,3D,在温馨而又炫酷的画面里，开始最终幻想15的冒险吧！！合计10章，带您领略最终幻想15的故事。点击屏幕即可移动，对话，战斗。操作简单，任何人都能畅爽游玩！！【故事】“这是一篇讲述‘真王’拯救星球的故事”长年处于战争状态的路西斯王国和尼弗尔海姆帝国，达成了停战的共识。作为和平的象征，路西斯王子诺克提斯与神使露娜弗蕾亚订下婚约。在停战协定的签字仪式之前，诺克提斯在父亲雷吉斯的目送之下，从王都出发，然而他却未能踏上，一帆风顺的旅途……
启源女神,开发：启源计划工作室 | 网络：网游 | 类型：卡牌,"美少女,二次元,奇幻",3D次世代奇幻RPG《启源女神》，赋予你拯救世界的神圣使命。你将以平凡的佣兵队长身份，通过神奇的塔罗牌将世界知名的英雄们逐一召唤到身边，与强大的黑暗势力战斗，解锁神秘剧情，书写属于你的奇幻冒险故事。游戏赋予马可波罗、雅典娜、瓦尔基里、小红帽等世界名人焕然一新的动感印象，更将奇幻世界中的人类、精灵、霜狼、龙等多元种族概念完美融入，全3D高精模型演绎他们极富创造力的灵魂。英雄连携作战，超华丽奥义动画，华丽战斗痛快淋漓！你将与英雄们自由组建战斗小队，英雄的独特战斗定位以及神奇的元素属性为策略带来无限可能。契约羁绊联结你与英雄的灵魂共鸣，佣兵冒险，试炼竞技，来吧，快拿起你的剑，与英雄们一同迎接挑战吧！
跳跃射击,开发：Gameguru | 网络：单机 | 类型：射击,3D,《跳跃射击》是一个独特的动作游戏。你躲在掩体后面——你的敌人就在那里，瞄准着你！纵身一跃！在慢镜头下，你能否将敌人们一网打尽？电影般的运镜，爽快的手感，你就是下一个超级杀手！
克鲁赛德战记,开发：NHN Entertainment Corp | 网络：网游 | 类型：角色扮演,像素,《克鲁赛德战记》是LoadComplete制作，NHN Entertainment Corp.开发的一款消除RPG游戏。虽说是休闲风格，却混合了RPG的所有经典元素，游戏首创即时战斗消除系统，战斗方式既不同于传统消除类RPG游戏的回合制战斗，也不同于以往的横版动作游戏。游戏中没有用于控制角色移动的方向控制键，且同时要操纵多达3名角色。游戏中有150种以上的武器，100种以上的主动技能和特殊技能，已登场勇士更是多达300种以上，其中近200种勇士都拥有独一无二的被动技能效果，每3种勇士都可以组合出完全不同的新玩法，如何去搭配就要看玩家的智慧了。除了引人入胜的剧情模式外，游戏中还有竞技场和古代地牢两大模式。竞技场中设有段位系统，每周会根据段位及所处排名的百分比位置来给予玩家奖励。古代地牢即惊险刺激又奖励丰厚，值得一提的是本游戏仅有的6位（更新后为10位）传说勇士中，除1位随新手教程获得外，其余均为古代地牢最深层通关奖励。
崩溃大陆,"开发：Butterscotch Shenanigans, LLC | 网络：单机 | 类型：角色扮演",,"【安卓版注意事项】本作为谷歌免验证版。【游戏介绍】《崩溃大陆》是一款由Butterscotch Shenanigans, LLC开发的集养成、策略、冒险多元素于一体的角色扮演游戏。游戏发生在满是奇葩小怪物的无尽世界，玩家需要首先保障已驯服的小怪物的基本生存需要。同时探索其他陌生怪物的领地，通过格斗将其驯服。而每一种小怪物都拥有自己的属性和专属技能，当你们站在同一战线时，它们将成为你扩充领地的最佳助手！"
末日希望,开发：Leiting Games | 网络：网游 | 类型：冒险,"科幻,像素,生存",【iOS版注意事项】本游戏需要港区帐号才能下载安装。【游戏介绍】2019最新像素风末日割草手游！即刻下载，开启你的末日丧尸之旅！【游戏简介】体验最纯粹的像素美学与杀戮快感，不畏“殭”来，暴走在“尸”控的像素世界！当世界被殭尸占领，妻女下落不明，与其到处躲避苟且偷生，不如迎向殭尸拼死一搏！【游戏特色】●迎战殭尸，找寻妻女未知病毒突然爆发，妻女下落不明生死未卜，你唯一的线索只是妻子留下的一张纸条。穿越森林、城市、洞窟、沙漠，就算是殭尸大军，也无法阻止寻妻心切的你。●杀戮盛宴，割草狂欢棍棒挥舞，枪炮齐鸣，将你的愤怒倾泻在成堆的殭尸上，沉浸享受这场让你肾上腺素飙升的杀戮盛宴。●多样武器，花式行刑棒球棍、电刀、手枪、霰弹枪、光线枪……收集和强化更多武器，用绝对武力碾压它们！●经营搜刮，守护家园世界早已沦陷，避难所是人类最后的孤岛。为了生存，搜刮一切必要的补给，经营你的避难所和营地，拯救更多幸存者。
大脑测试,开发：Unico Studio | 网络：单机 | 类型：益智解谜,,《大脑测试》是一款脑洞大开的烧脑益智游戏。各种难题以各种刁钻角度挑战你的思维。这款益智游戏可能会打破常识，并带来全新的大脑体验！准备参加测验！【游戏特色】令人惊叹的脑洞大开！无尽的乐趣和动脑筋的游戏。锻炼大脑。简单且容易上瘾的游戏。离线游戏。玩的开心！
忍者必须死3,开发：小白工作室 | 网络：单机 | 类型：动作,"横版卷轴,国产,街机",历时两年半开发，全球下载超过2000万的《忍者必须死》系列全新力作！◆我们致力于打造手机平台上最酷最爽快的游戏体验，在吸取了前作的经验和教训的基础上，对横版跑酷游戏和横版动作游戏进行了全方位的融合和革新。------独创玩法------◆以全球独创的系列玩法为基础，深入思考并提取《洛克人》《恶魔城》等经典横版动作游戏的精华，打造手机平台上最爽快的全新玩法体系◆全新加入的Boss战斗，通过与游戏玩法的完美融合，并对每一个Boss进行精心设计和打磨，实现不逊于主机平台上最精彩的横版boss战体验。◆飞龙模式，切水果模式，空中boss战，限时逃脱等等全新的关卡元素，结合精巧的关卡设计，提供了玩家难以置信的丰富挑战。------画面风格------◆在极具东方特色的水墨风格下，融入现代动画的设计理念，在千千万万的手机游戏中独树一帜。◆以2D手绘与3D技术深入结合打造的游戏场景，展现了一个符合真实空间逻辑的、却又充满不可思议元素的神秘忍者世界。◆以我们独有画风设计的人物和Boss形象，生动而又极具张力的角色动作，炫酷而强大的忍术，将忍者的炫酷和飘逸表现得淋漓尽致。------故事和世界观------◆围绕忍者、武士和鬼族三个势力，以主角的视角，展现一个有着环环相扣的阴谋的故事，构建一个有说服力的精彩的原创忍者世界。◆探索手机平台上的故事叙述方式，将大量故事演出自然融入游戏之中（不惜大幅增加了游戏开发的难度），带来更好的游戏流畅度和故事代入感 ◆纯手绘的水墨风开场动画------全新系统------◆家族◆组队对决◆好友系统◆录像系统-------制作理念-------游戏的前作因其独特的风格和原创的玩法，成为受到最高评价的横版跑酷游戏之一，获得了累计2000万的下载，并受到AppStore、GooglePlay、 IGN等世界知名游戏机构和媒体的认可和推荐。而现在，《忍者必须死3》经过了颠覆式的革新和进化，强势袭来！5年来我们一直探索并致力于打造【真正适合手机平台的最优秀的动作体验】。我们以远超越同类作品的世界最强跑酷游戏为目标，以面向全球的用户视野和品质标准进行体验设计，使游戏在各方面都达到同领域的顶尖水准，成为手机平台动作游戏的新里程碑。
血牌,开发：Pixel Cattle Games | 网络：单机 | 类型：卡牌,"奇幻,Roguelike",《Blood Card》是一款结合了Roguelike元素的卡牌游戏。你需要不断前进，打造独一无二的卡组，击败阻挡你的敌人，逃离或击败试图夺走你生命的死神。独特的玩法：你的生命值等于卡牌数量。每受到1点伤害，便弃掉1张牌，卡牌耗尽则游戏失败。三大阵营：不但要面对眼前的敌人，还有最终boss在追赶你！卡组成型感觉无聊？你可以随时尝试击败最终boss！自由编排的行进顺序：怪物、精英、商店、事件，你可以自由选择先遇到哪些，后遇到哪些。多个可选角色：2个常规角色和4个挑战角色。无限套牌可能：卡牌没有职业限制，解锁卡牌，使用各种神奇的组合技，未知黑科技等你探索。230多张卡牌，10个Boss和60多种怪物构成的上百场的随机战斗，40多个事件，30多个成就。有趣的怪物挑战模式，自定模式和每日挑战模式。随机生成的敌人、事件、奖励、Boss。您可能在其他游戏里见过血牌所使用的素材，是由于我们在开发过程中遇到了困难，不得不把我们创作的场景和怪物素材在Asset Store上出售了使用权，并在Asset Store上购买了部分牌面图标和背景音乐。感谢支持！
电竞传奇,开发：上海火拳网络科技有限公司 | 网络：单机 | 类型：策略经营,模拟,《电竞传奇》是一款电子竞技俱乐部模拟经营游戏，目标是将手中名不见经传的业余战队在几个赛季的时间内培养为称霸世界大赛的顶级强队！玩家作为经理人，管理一家初创的电竞俱乐部可没有想象中的那样简单，每个赛季中的联赛日程都安排的紧锣密鼓，如果不能在联赛的积分榜上拔得头筹的话，战队就没办法晋升到更高的联赛等级，那么世界赛的入场券也就遥遥无期了！游戏中除了四大联赛之外，还有着数十个大小不同的杯赛可供玩家的俱乐部进行挑战，夺取奖杯不但可以获得丰厚的奖金，还可以让战队名声大噪！游戏中的比赛过程，我们力求最原汁原味的表现。从队员选择到战术设定，从对线补刀到线上消耗，从打野Gank到中路游走，从野区遭遇到五人团战，从推塔拿龙到超神五杀，不放过一个细小的元素，将代入感做到极致！当然俱乐部的模拟不仅仅是比赛，俱乐部的经营和队员的培养也一样重要。作为一个合格的经理人需要在非比赛日里抓紧一切的时间，改造基地中的房间和设施；招聘教练、领队、助理等不同职业的职员，并为职员安排每天的工作内容；发现并招募更具天赋的队员，并努力的对他们进行训练和培养。从战队宣传到赞助商沟通，从队员训练到战术研究，从提升知名度到获得粉丝群，游戏中的每个经营模块都力求和电竞元素有机结合，杜绝任何的不合理和一切的生搬硬套。队员的培养更是游戏中的核心，队员不是打比赛的机器人，我们力求将游戏中的每个队员都塑造的有血有肉与众不同。队员在俱乐部每天的生活不仅仅是通过训练提升自己的游戏水平，还需要进行健身和娱乐来保持自己的健康和心态，甚至是在晚上打两局直播。游戏中出场的数百名队员每个都拥有自己独特的形象，几十种不同的习惯也让每个队员都显得个性十足。充足的代入感加上丰富的可玩性，这款独特而有趣的游戏正是我们想带给每一个热爱电子竞技的玩家的礼物！
终结战场,开发：网易游戏 | 网络：网游 | 类型：射击,"3D,沙盒,高画质",战场升级，火力全开，《终结者2：审判日》全面升级为《终结战场》！秘宝降临终结战场，神秘遗物引爆战斗！夺宝奇兵，全新玩法重磅出击；随身载具，一键起跳施展炫技；33种图鉴，颠覆传统战术竞技！还有全新版本活动、拉好友赢时装、回归福利全新升级等多重福利等你来拿！【关于我们】官方网站：http://zjzc.163.com/fab/
农场主大作战,开发：VOODOO | 网络：单机 | 类型：益智休闲,,来自魔性厂商VOODOO的作品——《农场主大作战》，在这个独特的贪食蛇游戏中，进入麦田，收获最多的麦子，并从其他农民那里窃取资源。收集并解锁新的资源和关卡，成为全村最好的农场主！
欢乐转圈圈,开发：Popcore Games | 网络：单机 | 类型：益智休闲,,《欢乐转圈圈》是一款非常好玩的休闲趣味游戏，玩家可以在游戏中看到一个铁环，你要做的就是把铁环上所有的小圈全部脱离这个挂钩，游戏中你需要在游戏中尽情体验，游戏关卡众多，难度也会越来越大。【游戏特色】操作非常简单，适合各种人群各种年龄的玩家；海量的游戏关卡，无尽的挑战等你体验，魔性的玩法让你沉浸其中停不下来；简洁的游戏风格，精美的图形画面，让整个挑战显得更加的刺激有趣味。
